id,created at (UTC),category,sub-category,user,type,status,district,circle,village,latitude,longitude,confirmation,Image link,remarks,How many times did you go there until it was open?,What is the type of the road available to the asset?,How much distance should one travel from this asset to avail public transport facility?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What are different Mobile network service providers available at the location of this asset?,What is the type of structure of this asset?,What is the type of security available for the asset?,What are the working hours of this asset?,What are the working days of that asset?,How many Technical staff are employed in/for that asset?,How many Non Technical staff are employed in/for that asset?,Where do you get drinking water from for using at this asset?,How much do you pay per litre of bottled water?,Where do you get water for operational purposes for this asset?,What are the other source of water you depend upon?,Are there toilets available for public and employees usage at this asset?,Are there toilets available separately as per gender at this asset?,Is there running water available in the toilets at this asset?,Is there soap for hand-wash available at this asset?,How do you deal with the waste generated from that asset?,What are the other mechanism used to discard the waste from this asset?,Are the premises of this asset cleaned with disinfectant regularly?,How frequently are the premises at this asset cleaned with disinfectant in a week?,Do you have grid connection for energy supply for this asset?,How many hours per day are you facing power cuts at this asset?,What is the alternative energy source available for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,How many hours do you rely on the alternative energy source in a day for that asset?,Is there landline connectivity for that asset?,What is the number with STD Code?,Does this asset have wired internet connection?,How much speed can you get through the broadband?,How do you maintain records for operations for this asset?,What are the areas the asset gets support from government agencies (not for customers)?,Do you get any support from NGO(s) for this asset?,From what Organization(s) did you get support?,Where do you procure inputs required for that asset?,What are other sources are used to get needed inputs?,How does this asset advertise about the services available?,Are you using digital tools for your operations for this asset?,For what purpose are you using digital tools here at this asset?,Select the category applicable,Please specify,In which year was the site established?,What is the entry fee charge?,Who among the following are available at the site?,What is the footfall in a week?,How do you document the visitors coming to your site?,On which months do you receive the maximum number of customers?,Which of the following does the compound have?,What are the provisions available for the differently-abled?,Can entry tickets be booked online?,How is the place advertised to prospective visitors?,Are you asking your visitors how they got to know about you?,Which of the following means of advertisement bring you the maximum customers?,Is the site listed in the tourism department’s website?,What are the celebration/ fests/ exhibitions/ other events that take place in the site?,How often is technical maintenance work done in the spot?,Describe the involvement of the local community in the running and management of the structure?,Are entities working for the conservation of the site?,What is the name of the entity?,What makes this site special and unique compared to similar sites?
5057,2019-05-13 09:34:05,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.57056,93.82836,Approved,https://smartvillage.imagetrekk.com/storage/images/LAE4d2z9v0dLpfATmHbpDDk3hSlNeocigWMz7FKx.jpeg?asset_id=5057,Akang michi yugiyang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Sunday"",""Saturday"",""Friday"",""Thursday"",""Wednesday"",""Tuesday"",""Monday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
5058,2019-05-13 09:34:12,Tourism,Cultural Heritage/ Historical Site,tilling saha,Community,In Use,Lower Subansiri,Ziro,Michi,27.5706,93.82847,Approved,https://smartvillage.imagetrekk.com/storage/images/nJSiROsh5X5Zxb8XcnNniMmloYDqXtDeZlnNRzLe.jpeg?asset_id=5058,Michi akang Lapang,1,Pakka Road,0.5,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",6:0 to 18:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,>7,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,others,"[""Others""]",No,,Cultural sites,,800,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,murung and myoko,Yearly,Very High Involvement,Yes,apatani priest,apatani traditional platform
5336,2019-05-14 09:39:06,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58446,93.84352,Pending,https://smartvillage.imagetrekk.com/storage/images/mVfz4vQN0v9l39l6sgI44zC1lOr1xUHptRYYzZj6.jpeg?asset_id=5336,Hage myoli myobya lapang,1,Pakka Road,3,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Heritage centers,,1880,0,"[""Tour guides"",""Photographers on site ""]",0,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Social Media,No,murung,Yearly,Very High Involvement,Yes,myoli and myobya uru,type of community hall
5417,2019-05-15 05:53:32,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58549,93.84399,Approved,https://smartvillage.imagetrekk.com/storage/images/GLHn1v3FnAbPb2WwjMHucRUseNkOvGap4D3sv23s.jpeg?asset_id=5417,tembya lapang,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,Yes,murung,Yearly,Very High Involvement,Yes,jilley clan,ritual worship during murung festival
5419,2019-05-15 05:53:32,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58413,93.8445,Approved,https://smartvillage.imagetrekk.com/storage/images/8nRwpACMeJ0S3ceO2vPV7GWgZhlFF3Lf9RJK8hCJ.jpeg?asset_id=5419,dusu lapang2,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,"murung,myoko",Yearly,Very High Involvement,Yes,dusu clan,ritual worship during murung festival
5443,2019-05-15 05:54:14,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58667,93.84505,Approved,https://smartvillage.imagetrekk.com/storage/images/5vYtXUSdAx0BYJLAoEs7Ed5ZevY22soZGTEs9Mct.jpeg?asset_id=5443,rantii ali lapang,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",10,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",No,Others,Yes,murunb,Yearly,Very High Involvement,Yes,rantii ali members,ritual worship during murung
5626,2019-05-16 13:08:13,Tourism,Cultural Heritage/ Historical Site,tage tajung,Community,In Use,Lower Subansiri,Ziro,Modang Tage,27.56908,93.84695,Approved,https://smartvillage.imagetrekk.com/storage/images/z1ikHA7cOwphwRJLwBPdM7sbyK8nttZ8UJ8ndXbc.jpeg?asset_id=5626,Biirii Lapang Babo,2,Pakka Road,5,3G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",8:0 to 17:0,"[""Monday"",""Tuesday"",""Thursday"",""Wednesday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1999,0,"[""None of the above""]",6,No documentation,"[""January"",""February"",""March"",""September"",""December"",""July""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers""]",Yes,Word of mouth from former customers,No,ritual place,Yearly,High involvement,No,,local platform
5757,2019-05-18 10:33:59,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55771,93.84879,Approved,https://smartvillage.imagetrekk.com/storage/images/KotSXMYDsJ2reOnXG6Hzq9Tb9Nsj62eyyR8BHTKV.jpeg?asset_id=5757,tilling lapang,2,Pakka Road,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Friday"",""Thursday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",1,No documentation,"[""January"",""February"",""March"",""December"",""November""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Word of mouth from former customers,No,at the of myoko festival and meeting time,Never,High involvement,No,,tilling community
5764,2019-05-18 10:34:04,Tourism,Cultural Heritage/ Historical Site,kago yubbey,Community,In Use,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55739,93.84956,Approved,https://smartvillage.imagetrekk.com/storage/images/PkhgmM1mqTBovI6cGED8QTIxetknzCGlY1vnbtbo.jpeg?asset_id=5764,Nami lapang,2,Pakka Road,3,3G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,No,,No,,None,,,,,,,No,,No,,Others,"[""Others""]",No,,Others,community,"[""Others""]",No,,Cultural sites,,0,0,"[""None of the above""]",1,No documentation,"[""January"",""February"",""December"",""November""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Word of mouth from former customers,No,"myoko, murung",Others,High involvement,No,,Nami lapang it's mean platform
5946,2019-05-21 05:39:24,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58351,93.84362,Pending,https://smartvillage.imagetrekk.com/storage/images/gcCUP9XzcAg5cMhnxKn23PQM8nNaoi2wXWdk0c1G.jpeg?asset_id=5946,dusu lapang,1,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,murung,Yearly,Very High Involvement,No,,dusu clan
6006,2019-05-21 12:31:13,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58231,93.84343,Approved,https://smartvillage.imagetrekk.com/storage/images/qH84GnUpBtlvcZATcvMjKrs1KgwVVTdwPBolDW4Y.jpeg?asset_id=6006,kulu lapang,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,murung,Yearly,High involvement,Yes,gyati clan,ritual worship during murungand myoko festival
6030,2019-05-21 12:33:58,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58231,93.84343,Rejected,https://smartvillage.imagetrekk.com/storage/images/Dy3fNMi7RFCyVCvcnPVSHRjIIHXRzLv3tPEkxfJZ.jpeg?asset_id=6030,kulu lapang,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,murung,Yearly,High involvement,Yes,gyati clan,ritual worship during murungand myoko festival
6034,2019-05-21 12:34:42,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58231,93.84343,Rejected,https://smartvillage.imagetrekk.com/storage/images/clFXfuxywP9P9IqoBeGrO9zsaajWcoaUrXZINURY.jpeg?asset_id=6034,kulu lapang,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Others,from home,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,murung,Yearly,High involvement,Yes,gyati clan,ritual worship during murungand myoko festival
6197,2019-05-24 13:15:11,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58433,93.8438,Approved,https://smartvillage.imagetrekk.com/storage/images/TirSsVVWcruEVCCeFYnBzOjpXCoyitZrzy5F1P4V.jpeg?asset_id=6197,landi lapang,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,Yes,"murung, myoko",Yearly,Very High Involvement,Yes,landi tadu clan,ritual worshipped during myoko festival
6201,2019-05-24 13:15:19,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58405,93.84389,Approved,https://smartvillage.imagetrekk.com/storage/images/5xetrBZ1bgKqxCbIrtK5hCKLi9nO3iMIUvSKWyM8.jpeg?asset_id=6201,doging lapang,1,Pakka Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Kaccha/Temporary(Wood,Bamboo,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,,,,Discarded in Open Field,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,from jungle,"[""Others""]",No,,Others,community hall,1880,0,"[""None of the above""]",20,No documentation,"[""January"",""March""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,Yes,"myoko,murung",Yearly,Very High Involvement,Yes,doging clan,ritual worship during myoko festival
6205,2019-05-24 14:51:01,Tourism,Cultural Heritage/ Historical Site,nending tasser,Community,In Use,Lower Subansiri,Ziro,Hari,27.58666,93.84493,Approved,https://smartvillage.imagetrekk.com/storage/images/qXi9sOBHNqdttjnQlceX9I06ToqzFU4mze7ebhZP.jpeg?asset_id=6205,Ranti Ali lapang,2,Kacha Road,2,2G Unreliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Bottled Water,20,Ground Water,,No,,,,,,No,,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Cultural sites,,1986,0,"[""Tour guides""]",7,No documentation,"[""March""]","[""None of the above""]","[""None of the above""]",No,"[""Word of mouth from former customers"",""Others""]",Yes,Others,No,multi purpose,Irregular,Very High Involvement,No,,multiple programmn
6738,2019-05-28 12:55:57,Tourism,Cultural Heritage/ Historical Site,ngilyang thaka,Community,In Use,Lower Subansiri,Ziro,Lempiya,27.56973,93.8512,Pending,https://smartvillage.imagetrekk.com/storage/images/lfER7BndpQxTgGw3KsRIaA5deI0NLPPMGDKxMuyD.jpeg?asset_id=6738,meder nelo 1,3,Pakka Road,3,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""Compound Wall\/ Fencing""]",0:0 to 0:0,"[""Sunday""]",4,4,Tap Water from Government,,Water from Government,,Yes,Yes,Yes,Yes,Burnt within the premises,,Yes,5,No,,Invertor,4,4,4,4,4,4,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Local Supplier,,"[""Others""]",No,,Heritage centers,,2008,0,"[""None of the above""]",50,Traditional Book Keeping,"[""December""]","[""Dustbins"",""Parking area""]","[""Others""]",No,"[""Others""]",Yes,Others,No,donyi polo day,Monthly,Low Involvement,No,,"worship donyi polo, weekly"
7054,2019-06-06 05:10:00,Tourism,Cultural Heritage/ Historical Site,administrator,Community,In Use,Lower Subansiri,Ziro,Lempiya,27.60624,93.82374,Approved,https://smartvillage.imagetrekk.com/storage/images/f7xoqdACygoftMAZgFZK6dFm1P0kO8tGybKkJGBj.jpeg?asset_id=7054,"LAPANG BABO (community Stage) of Rubu Clan, Lempia",2,Pakka Road,2,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""None""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",0,0,Tap Water from Government,,Water from Government,,No,No,No,No,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Others,"[""None of the above""]",No,,Others,clan welfare fund,"[""Others""]",No,,Cultural sites,,2016,0,"[""None of the above""]",100,Others,"[""January"",""March"",""December""]","[""None of the above""]","[""None of the above""]",No,"[""None of the above""]",No,Others,No,performed myoko festival and Subu/Murung festival,Yearly,Medium involvement,No,,Mithun/Cow are sacrificed during Murung festival
7057,2019-06-06 05:10:34,Tourism,Cultural Heritage/ Historical Site,ngilyang thaka,Community,In Use,Lower Subansiri,Ziro,Tajang,27.56729,93.80451,Pending,https://smartvillage.imagetrekk.com/storage/images/bKPZtRCPd7J4m1CzZfX6IuZ8kQS4v9jSOqLO4dun.jpeg?asset_id=7057,"public platform locally called ""Myoko Yugang"" of Radhe clan at Tajang",2,Kacha Road,2,2G Reliable,"[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","[""Vodafone"",""BSNL"",""Airtel""]","Pakka/Permenant(Steel,Concrete,etc)","[""Compound Wall\/ Fencing""]",0:0 to 0:0,"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday"",""Saturday"",""Sunday""]",1,1,Tap Water from Government,,Water from Government,,No,,,,Burnt within the premises,,Yes,1,No,,None,,,,,,,No,,No,,Traditional Book Keeping,"[""None of the above""]",No,,Others,boundary wall,"[""Others""]",No,,Cultural sites,,2016,0,"[""None of the above""]",100,Others,"[""March""]","[""Dustbins""]","[""None of the above""]",No,"[""Others"",""None of the above""]",No,Others,No,pig sacrifice during myoko festival,Yearly,Medium involvement,No,,performed myoko festival once in three years
