id,category,sub-category,district,circle,village,latitude,longitude,How many times did you go to the farm land until it was open and accesible?,What is the type of the road available to the farm land?,How much distance should one travel from the farm land to avail public transport facility? (Approx in K.M),What is the type of the mobile network available at the farm land?,What are different Mobile network service providers available at the location of the farm land?,What is the type of structure of the farm land?,What is the type of security available for the farm land?,How many are employed in the farm land?,Where do you get water for operational purposes for the farm land?,How do you deal with the agricultural waste generated from the farm land?,Are the premises of farm land cleaned with disinfectant regularly?,How frequently are the premises at the farm land cleaned with disinfectant in a week?,Do you have grid connection for energy supply for the farm land?,How many hours per day are you facing power cuts in the farm land?,What is the alternative energy source available for the farm land?,How many hours do you rely on the alternative energy source in a day for the farm land?,How do you maintain records for operations of the farm land?,What are the areas the farm land gets support from government agencies (not for your customers)?,Do you get any support from NGO(s) for the farm land?,Are you using digital technologies that can be used in the farm land?,Where do you procure inputs required for the farm land?,What are different chemical inputs used in the farm land?,What is the type of covering material used in the farm land?,What is the water source used for irrigation mechanism?,What is the type of irrigation mechanism used in the farm land?,How does the farm land advertise about the services available?,What is the average operational cost per month to run the farm land?(Excluding Salary of the Employees),How much amount of products are produced in the farm land in a year?(In K.G),What is the average cost per K.G of the products produced from the farm land?(In Rupees),Which type of customers purchase the products produced in the farm land?,How does the customers transport the goods produced from the farm land?,access,road_connectivity,public_transport,mobile_connectivity,accessibility,building_type,security,infrastructure,observation,staff,employability,water_for_operational_purposes,water,waste_management,general_cleanliness,sanitation,electricity,energy,alternate_energy,mobile,communication,records,record_maintenance,support,govt_support,ngo_support,awareness,digital_technologies,general,procurement,chemical_inputs,inputs,covering_material,water_source,type,irrigation,advertisement,marketing,operational_cost,operations,quantity,cost,products,customers,transport_of_goods,logistics,specific,overall score
3138,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.343000000000004,93.30031,1.0,0.5,0.0,0.8333,0.3333,1.0,0.3333,0.2,0.3333,0.4,1.0,0.0,1.0,0.2,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.25,1.0,1.0,0.5,0.1111,0.0769,100.0,50.0,0.0,83.3333,61.6667,100.0,33.3333,0.0,62.6667,20.0,20.0,33.3333,33.3333,40.0,0.0,40.0,60.0,60.0,0.0,33.3333,33.3333,12.5,12.5,0.0,0.0,0.0,0.0,0.0,22.625,16.6667,0.0,8.3333,0.0,25.0,11.1111,18.75,25.0,25.0,100.0,100.0,100.0,50.0,75.0,11.1111,7.6923,7.6923,31.8803,38.3396
3140,Agriculture,Farm land,West Kameng,Shergaon,Rowta,27.165770000000002,92.28758,1.0,1.0,0.0,0.1667,0.1667,0.0,0.3333,0.2667,0.3333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.125,0.25,0.6667,1.0,0.5,0.3333,0.0769,100.0,100.0,0.0,16.6667,63.3333,0.0,33.3333,0.0,54.0,26.6667,26.6667,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,16.6667,16.6667,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.625,16.6667,0.0,8.3333,0.0,25.0,33.3333,18.75,25.0,25.0,66.6667,66.6667,100.0,50.0,75.0,33.3333,7.6923,7.6923,30.7692,33.1952
3266,Agriculture,Farm land,West Kameng,Nafra,Lower Dzang,27.37242,92.53643000000001,1.0,0.25,0.975,0.8333,0.5,0.0,0.3333,0.2667,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.3333,0.25,0.25,0.125,0.125,0.1333,0.2,0.5,0.1111,0.3846,100.0,25.0,97.5,83.3333,73.6667,0.0,33.3333,25.0,62.2667,26.6667,26.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,16.7361,16.6667,33.3333,25.0,25.0,25.0,11.1111,18.75,12.5,12.5,13.3333,13.3333,20.0,50.0,35.0,11.1111,38.4615,38.4615,22.1656,32.5671
4459,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58918,93.85315,1.0,0.5,0.25,0.1667,0.5,0.0,0.0,0.0667,0.2222,0.4,0.0,0.0,0.0,0.0,0.1538,1.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.25,0.125,0.3333,1.0,1.0,0.3333,0.0769,100.0,50.0,25.0,16.6667,53.3333,0.0,0.0,0.0,42.6667,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,57.6923,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.6207,16.6667,0.0,8.3333,0.0,25.0,33.3333,25.0,12.5,12.5,33.3333,33.3333,100.0,100.0,100.0,33.3333,7.6923,7.6923,30.5609,30.3106
4460,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.58938,93.85266999999999,1.0,0.5,0.25,0.1667,0.5,0.0,0.0,0.0667,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.25,0.125,0.3333,1.0,1.0,0.3333,0.0769,100.0,50.0,25.0,16.6667,53.3333,0.0,0.0,0.0,42.6667,6.6667,6.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.7361,16.6667,0.0,8.3333,0.0,25.0,33.3333,25.0,12.5,12.5,33.3333,33.3333,100.0,100.0,100.0,33.3333,7.6923,7.6923,30.5609,29.4452
4895,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.61887,93.84551,1.0,0.5,0.75,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,75.0,33.3333,66.6667,100.0,0.0,0.0,63.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,33.8341
4900,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.633020000000002,93.88741999999999,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,31.4341
4901,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.657790000000002,93.84151999999999,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,31.4341
4902,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.59233,93.81756999999999,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,31.4341
4907,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.59233,93.86346999999999,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,25.0,22.2222,25.0,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,21.7831,30.9341
4909,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.63125,93.89141,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.375,0.0667,1.0,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,25.0,22.2222,25.0,37.5,37.5,6.6667,6.6667,100.0,50.0,75.0,22.2222,7.6923,7.6923,25.5331,32.4341
4910,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.608259999999998,93.84551,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.375,0.0667,0.1,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,20.7361,0.0,0.0,0.0,0.0,25.0,22.2222,25.0,37.5,37.5,6.6667,6.6667,10.0,50.0,30.0,22.2222,7.6923,7.6923,18.7831,30.3341
5015,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56878,93.84671,1.0,1.0,0.0,0.5,0.5,1.0,0.3333,0.2,0.3333,0.4,0.0,0.0,0.0,0.0,0.3077,0.8333,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.25,0.6667,0.05,0.5,0.2222,0.6154,100.0,100.0,0.0,50.0,70.0,100.0,33.3333,0.0,69.3333,20.0,20.0,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,57.0513,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,21.1442,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,25.0,25.0,66.6667,66.6667,5.0,50.0,27.5,22.2222,61.5385,61.5385,31.6677,39.8104
5020,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.5671,93.84563,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0667,0.3333,0.4,0.0,0.0,1.0,0.6,0.3077,0.8333,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.25,0.6667,0.1,0.5,0.2222,0.5385,100.0,50.0,0.0,50.0,55.0,0.0,0.0,0.0,44.0,6.6667,6.6667,33.3333,33.3333,40.0,0.0,40.0,80.0,80.0,57.0513,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,27.8109,33.3333,33.3333,33.3333,0.0,25.0,22.2222,25.0,25.0,25.0,66.6667,66.6667,10.0,50.0,30.0,22.2222,53.8462,53.8462,32.5235,34.5527
5091,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.590559999999996,93.77566,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.1333,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.25,0.375,0.0333,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,13.3333,13.3333,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.4028,33.3333,0.0,16.6667,0.0,37.5,22.2222,31.25,37.5,37.5,3.3333,3.3333,50.0,50.0,50.0,22.2222,7.6923,7.6923,25.1998,28.9007
5093,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60472,93.86547,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.1333,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,13.3333,13.3333,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.4028,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,28.0341
5110,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.57275,93.82936,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.25,0.6667,0.1,0.5,0.2222,0.5385,100.0,100.0,0.0,50.0,70.0,0.0,0.0,0.0,56.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,25.0,25.0,25.0,66.6667,66.6667,10.0,50.0,30.0,22.2222,53.8462,53.8462,32.5235,33.5636
5149,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60472,93.82155999999999,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.1333,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0067,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,0.6667,0.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,22.4331,30.1941
5150,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.608259999999998,93.86547,1.0,0.5,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,50.0,25.0,33.3333,56.6667,100.0,0.0,0.0,55.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,33.3333,0.0,16.6667,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,25.5331,32.4341
5157,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.62418,93.79562,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.1333,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0333,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,3.3333,3.3333,50.0,50.0,50.0,22.2222,7.6923,7.6923,22.6998,28.5007
5158,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.63833,93.8954,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.3333,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0333,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,33.3333,33.3333,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,3.3333,3.3333,50.0,50.0,50.0,22.2222,7.6923,7.6923,22.6998,28.5007
5159,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.62418,93.79562,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.1333,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0333,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,13.3333,13.3333,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,15.4028,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,3.3333,3.3333,50.0,50.0,50.0,22.2222,7.6923,7.6923,22.6998,28.5007
5163,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.650709999999997,93.87145,1.0,0.25,0.25,0.3333,0.5,1.0,0.3333,0.3333,0.3333,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.375,0.0333,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,33.3333,0.0,52.6667,33.3333,33.3333,33.3333,33.3333,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.625,0.0,0.0,0.0,0.0,25.0,22.2222,25.0,37.5,37.5,3.3333,3.3333,50.0,50.0,50.0,22.2222,7.6923,7.6923,21.4498,29.6674
5164,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.60295,93.82155999999999,1.0,0.25,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,25.0,25.0,33.3333,49.1667,100.0,0.0,0.0,49.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,33.3333,0.0,16.6667,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,25.5331,30.6341
5185,Agriculture,Farm land,Lower Subansiri,Ziro,Keiliya,27.597640000000002,93.89341,1.0,1.0,0.25,0.3333,0.5,1.0,0.0,0.6667,0.2222,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0667,0.5,0.5,0.2222,0.0769,100.0,100.0,25.0,33.3333,71.6667,100.0,0.0,0.0,67.3333,66.6667,66.6667,22.2222,22.2222,20.0,0.0,20.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,18.7361,0.0,0.0,0.0,0.0,37.5,22.2222,31.25,37.5,37.5,6.6667,6.6667,50.0,50.0,50.0,22.2222,7.6923,7.6923,23.0331,35.0341
5299,Agriculture,Farm land,West Siang,Kamba,Kambu,27.888209999999997,93.47143,1.0,0.5,0.5,0.3333,0.5,0.0,0.3333,0.2,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.25,0.25,0.25,0.5,0.1,1.0,0.5,0.5556,0.1538,100.0,50.0,50.0,33.3333,61.6667,0.0,33.3333,25.0,52.6667,20.0,20.0,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,13.8472,33.3333,33.3333,33.3333,25.0,25.0,55.5556,25.0,50.0,50.0,10.0,10.0,100.0,50.0,75.0,55.5556,15.3846,15.3846,38.094,35.1918
5321,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.57969000000001,93.85725,1.0,0.5,0.0,0.1667,0.5,1.0,0.3333,0.1333,0.3333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.0,0.375,0.125,0.125,1.0,1.0,0.5,0.1111,0.0769,100.0,50.0,0.0,16.6667,48.3333,100.0,33.3333,0.0,52.0,13.3333,13.3333,33.3333,33.3333,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,17.625,33.3333,0.0,16.6667,0.0,37.5,11.1111,25.0,12.5,12.5,100.0,100.0,100.0,50.0,75.0,11.1111,7.6923,7.6923,32.5053,33.8896
5323,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.580740000000002,93.85611,1.0,0.5,0.0,0.1667,0.5,0.0,0.0,0.0,0.2222,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.0,0.25,0.25,0.125,0.125,0.6667,1.0,0.5,0.1111,0.0769,100.0,50.0,0.0,16.6667,48.3333,0.0,0.0,25.0,38.6667,0.0,0.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,14.0694,33.3333,0.0,16.6667,25.0,25.0,11.1111,18.75,12.5,12.5,66.6667,66.6667,100.0,50.0,75.0,11.1111,7.6923,7.6923,29.172,27.4896
5448,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.5887,93.84541,1.0,0.5,0.5,0.1667,0.5,0.0,0.0,1.0,0.2222,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.1667,0.0,0.0,0.25,0.25,0.125,0.1,0.5,0.5,0.3333,0.0769,100.0,50.0,50.0,16.6667,58.3333,0.0,0.0,0.0,46.6667,100.0,100.0,22.2222,22.2222,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,24.0694,16.6667,0.0,8.3333,0.0,25.0,33.3333,25.0,12.5,12.5,10.0,10.0,50.0,50.0,50.0,33.3333,7.6923,7.6923,20.7276,29.5119
5518,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.53114,93.8416,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.25,0.6667,0.063,0.5,0.2222,0.4615,100.0,50.0,0.0,50.0,55.0,0.0,0.0,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,25.0,25.0,25.0,66.6667,66.6667,6.3,50.0,28.15,22.2222,46.1538,46.1538,31.4768,29.5449
5519,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.5724,93.83071,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.25,0.6667,0.085,0.5,0.2222,0.4615,100.0,50.0,0.0,50.0,55.0,0.0,0.0,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,25.0,25.0,25.0,66.6667,66.6667,8.5,50.0,29.25,22.2222,46.1538,46.1538,31.6418,29.6109
5520,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.573390000000003,93.83083,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0667,0.1111,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.25,0.25,0.6667,0.052,0.5,0.2222,0.4615,100.0,50.0,0.0,50.0,55.0,0.0,0.0,0.0,44.0,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,25.0,25.0,25.0,66.6667,66.6667,5.2,50.0,27.6,22.2222,46.1538,46.1538,31.3943,29.5119
5552,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.56637000000001,93.84103,1.0,0.5,0.0,0.5,0.5,1.0,0.3333,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.25,0.6667,0.1,0.5,0.2222,0.3846,100.0,50.0,0.0,50.0,55.0,100.0,33.3333,0.0,57.3333,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,25.0,25.0,66.6667,66.6667,10.0,50.0,30.0,22.2222,38.4615,38.4615,29.735,32.8482
5553,Agriculture,Farm land,Lower Subansiri,Ziro,Modang Tage,27.566340000000004,93.84097,1.0,0.5,0.0,0.5,0.5,1.0,0.3333,0.0667,0.1111,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.3333,0.3333,0.0,0.25,0.125,0.25,0.6667,0.1,0.5,0.2222,0.4615,100.0,50.0,0.0,50.0,55.0,100.0,33.3333,0.0,57.3333,6.6667,6.6667,11.1111,11.1111,40.0,0.0,40.0,0.0,0.0,0.0,50.0,50.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,12.5139,33.3333,33.3333,33.3333,0.0,25.0,22.2222,18.75,25.0,25.0,66.6667,66.6667,10.0,50.0,30.0,22.2222,46.1538,46.1538,30.5043,33.1559
