id,category,sub-category,district,circle,village,latitude,longitude,accessibility,infrastructure,employability,water,sanitation,energy,alternate_energy,communication,record_maintenance,govt_support,ngo_support,digital_technologies,inputs,infrastructure,irrigation,marketing,operations,products,customers,logistics,overall score
7216,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.5202,93.8393,65.0,0.0,6.6667,22.2222,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,6.6667,75.0,88.8889,38.4615,35.6315
7220,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.50992,93.84097,47.5,0.0,33.3333,33.3333,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,10.0,75.0,88.8889,53.8462,35.1469
7221,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.51039,93.84002,47.5,0.0,33.3333,22.2222,40.0,80.0,0.0,16.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,10.0,75.0,88.8889,53.8462,36.8802
7280,Agriculture,Farm land,Lower Subansiri,Ziro,Kalong,27.593559999999997,93.8424,81.6667,25.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,25.0,25.0,25.0,2.0,26.0,22.2222,7.6923,32.8574
1009,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.145640000000004,95.73727,67.5,0.0,0.0,11.1111,0.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,13.3333,75.0,11.1111,7.6923,27.0896
1021,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.971140000000002,95.5057,100.0,0.0,6.6667,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,0.0,0.0,25.0,25.0,66.6667,75.0,22.2222,61.5385,41.9379
1065,Agriculture,Farm land,Papumpare,Doimukh,Chiputa,27.17708,93.78492,65.8333,25.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,100.0,75.0,33.3333,30.7692,34.5683
1072,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.528059999999996,93.77847,86.6667,25.0,0.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,37.5,0.0,75.0,33.3333,38.4615,36.6426
1074,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52892,93.77355,91.8333,25.0,0.0,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,0.0,75.0,33.3333,38.4615,35.716
1075,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52828,93.77871,85.6667,25.0,0.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,37.5,0.0,100.0,33.3333,38.4615,37.9026
1083,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.134109999999996,95.74396999999999,75.0,25.0,13.3333,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,33.3333,25.0,12.5,12.5,6.6667,26.0,11.1111,23.0769,32.2317
1085,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.134090000000004,95.74459,82.5,0.0,6.6667,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.75,11.1111,23.0769,32.55
1087,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13545,95.74461,82.5,25.0,13.3333,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,16.6667,25.0,18.75,12.5,0.0,25.5,11.1111,23.0769,32.235
1093,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.9741,95.50438,100.0,0.0,6.6667,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,25.0,0.0,25.5,22.2222,15.3846,34.9551
1094,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97735,95.50307,100.0,0.0,33.3333,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,25.0,100.0,100.0,11.1111,38.4615,45.2037
1116,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.143140000000002,95.73781,67.5,0.0,0.0,11.1111,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,13.3333,75.0,11.1111,7.6923,31.2896
1117,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.14347,95.73764,67.5,0.0,0.0,11.1111,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,13.3333,75.0,11.1111,7.6923,28.2896
1212,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.133259999999996,95.74351999999999,75.0,25.0,13.3333,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,16.6667,25.0,18.75,12.5,6.6667,27.5,11.1111,30.7692,32.1294
1272,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.144790000000004,95.73829,67.5,0.0,0.0,22.2222,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,13.3333,75.0,11.1111,7.6923,28.9563
1281,Agriculture,Farm land,West Kameng,Singchung,Singchung,27.19662000000001,92.47471,68.3333,0.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,3.3333,75.0,22.2222,7.6923,31.4341
1282,Agriculture,Farm land,West Kameng,Singchung,Singchung,27.19019,92.47295,64.5,0.0,26.6667,33.3333,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,20.0,35.0,33.3333,7.6923,29.9585
1349,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13542,95.7443,75.0,0.0,0.0,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,27.5,11.1111,46.1538,31.5781
1358,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13567,95.74465,75.0,0.0,0.0,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,12.5,13.3333,75.0,11.1111,38.4615,34.1537
1361,Agriculture,Farm land,Tirap,Khonsa,Kaimoi,27.02987000000001,95.4948,62.5,0.0,0.0,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,27.5,22.2222,7.6923,23.1507
1379,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52822,93.77824,86.1667,25.0,0.0,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,0.0,25.0,22.2222,7.6923,30.3474
1554,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.12779,95.70678000000001,58.3333,0.0,6.6667,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,12.5,20.0,51.5,11.1111,30.7692,28.9027
1714,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.970240000000004,95.50519,100.0,0.0,6.6667,22.2222,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,37.5,12.5,0.0,75.0,0.0,100.0,39.4708
1716,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97011,95.50511,77.475,0.0,6.6667,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,25.0,3.3333,25.5,11.1111,7.6923,29.4303
1717,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97027000000001,95.50496,77.475,0.0,6.6667,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,25.0,2.6667,25.25,11.1111,7.6923,29.3886
1718,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97062,95.5052,100.0,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,12.5,0.0,75.0,22.2222,46.1538,38.4059
1719,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97086,95.50499,77.5,0.0,6.6667,22.2222,40.0,0.0,0.0,33.3333,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,25.0,2.6667,25.3,11.1111,7.6923,29.3976
1721,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97052,95.50478000000001,100.0,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,16.6667,0.0,0.0,0.0,0.0,18.75,25.0,6.6667,75.0,22.2222,92.3077,41.2687
1738,Agriculture,Farm land,Tirap,Khonsa,Kheti,26.97216,95.50355,100.0,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,50.25,66.6667,23.0769,38.7256
1750,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13482,95.74435,75.0,0.0,13.3333,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,33.3333,0.0,18.75,12.5,20.0,32.5,22.2222,7.6923,32.9841
1894,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.464129999999997,93.77543,60.8333,0.0,6.6667,22.2222,0.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,25.0,33.3333,26.0,11.1111,7.6923,24.4663
1896,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.46365,93.77549,55.8333,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,12.5,100.0,50.0,0.0,30.7692,30.0016
1897,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.461129999999997,93.77101,60.8333,0.0,33.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,66.6667,75.0,11.1111,15.3846,29.6307
1898,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.458309999999997,93.77803,50.8333,0.0,13.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,100.0,55.0,11.1111,7.6923,26.4563
1899,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.4583,93.77793,50.8333,0.0,33.3333,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,100.0,75.0,0.0,15.3846,28.1196
1900,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.46258,93.77043,65.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,13.3333,75.0,0.0,15.3846,27.4529
1901,Agriculture,Farm land,Lower Subansiri,Yachuli,Toon,27.45885,93.77648,50.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,12.5,100.0,30.0,0.0,7.6923,24.3119
2074,Agriculture,Farm land,Lower Subansiri,Ziro,Hong,27.51497,93.83908000000001,51.6667,0.0,60.0,33.3333,40.0,90.0,0.0,33.3333,12.5,33.3333,0.0,0.0,16.6667,0.0,12.5,12.5,0.0067,27.5,33.3333,46.1538,30.8673
2357,Agriculture,Farm land,Papumpare,Doimukh,Mani,27.17767000000001,93.77190999999999,88.3333,25.0,13.3333,11.1111,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,66.6667,100.0,22.2222,30.7692,40.1905
2371,Agriculture,Farm land,Namsai,Namsai,Kaisu L/C,27.660859999999996,95.99221,87.5,0.0,100.0,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,25.0,6.6667,75.0,11.1111,15.3846,36.8807
2486,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13642,95.7477,65.0,0.0,6.6667,11.1111,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,8.3333,0.0,18.75,12.5,26.6667,75.0,0.0,46.1538,31.017
2886,Agriculture,Farm land,West Kameng,Shergaon,Shergaon,27.13072,92.27126,61.6667,0.0,33.3333,33.3333,40.0,60.0,0.0,33.3333,12.5,5.5556,0.0,0.0,8.3333,0.0,18.75,12.5,66.6667,75.0,11.1111,7.6923,33.823
669,Agriculture,Farm land,Lohit,Tezu,Laboliang,27.98445,96.17576,80.0,25.0,0.0,33.3333,40.0,50.0,0.0,66.6667,12.5,16.6667,0.0,0.0,33.3333,25.0,12.5,25.0,0.2,25.5,66.6667,7.6923,36.0999
792,Agriculture,Farm land,Lohit,Tezu,Laboliang,27.98423,96.18568,100.0,0.0,13.3333,33.3333,40.0,50.0,0.0,66.6667,12.5,33.3333,0.0,0.0,8.3333,0.0,12.5,25.0,100.0,25.5,11.1111,7.6923,42.5696
828,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13239,95.744,77.5,0.0,13.3333,22.2222,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,8.3333,0.0,25.0,12.5,20.0,25.0,11.1111,15.3846,30.3307
837,Agriculture,Farm land,Changlang,Changlang,Changlang (CT),27.13185,95.74514,70.0,0.0,66.6667,22.2222,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,25.0,0.0,25.0,12.5,0.0,25.0,11.1111,15.3846,30.3307
846,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52484,93.76753000000001,68.3333,0.0,6.6667,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,37.5,16.6667,25.0,44.4444,23.0769,30.4384
853,Agriculture,Farm land,Lower Subansiri,Yachuli,Jara,27.52649000000001,93.76914000000001,93.3333,25.0,6.6667,11.1111,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,0.0,25.0,18.75,12.5,0.0,25.0,33.3333,46.1538,33.5837
905,Agriculture,Farm land,Changlang,Changlang,Ngaichang,27.11986,95.73205,58.3333,25.0,0.0,33.3333,40.0,0.0,0.0,66.6667,12.5,0.0,0.0,0.0,16.6667,25.0,12.5,12.5,0.0,25.0,11.1111,61.5385,27.0435
1121,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.520020000000002,93.68224000000001,48.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,0.0,7.6923,20.4119
1129,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.52184,93.7072,70.6667,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,0.0,7.6923,24.7719
1130,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.52205,93.70715,70.6667,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,0.0,7.6923,24.7719
1131,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.519209999999998,93.70576,67.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.5363
1132,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51571,93.7029,67.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.5363
1134,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51618,93.70349,67.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.5363
1136,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.516579999999998,93.70236,37.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,17.3363
1137,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51655,93.70276,37.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,17.3363
1141,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.515629999999998,93.70336,65.8333,0.0,13.3333,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.2563
1143,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.51737,93.70394,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.4163
1145,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.516840000000002,93.70398,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.4163
1146,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.517220000000002,93.70416,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.4163
1148,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.5177,93.70432,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.4163
1150,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.518259999999998,93.70472,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.4163
1152,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.519140000000004,93.70524,67.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,15.3846,24.724
1155,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.5196,93.70654,67.8333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,25.0,11.1111,7.6923,24.5363
1157,Agriculture,Farm land,Lower Subansiri,Yachuli,Yoglo,27.518159999999998,93.7075,66.3333,0.0,6.6667,11.1111,40.0,0.0,0.0,16.6667,12.5,0.0,0.0,0.0,16.6667,0.0,18.75,12.5,0.0,26.0,11.1111,7.6923,24.2363
1337,Agriculture,Farm land,Lohit,Tezu,Laboliang,27.978609999999996,96.18785,78.1667,0.0,13.3333,11.1111,40.0,0.0,0.0,66.6667,12.5,33.3333,0.0,0.0,33.3333,0.0,18.75,25.0,33.3333,51.5,11.1111,7.6923,36.3896
1403,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.585,93.84092,70.0,0.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,0.0,25.0,12.5,13.3333,25.05,0.0,7.6923,27.5149
1409,Agriculture,Farm land,Lower Subansiri,Ziro,Hari,27.59164,93.84663,65.0,25.0,13.3333,22.2222,40.0,0.0,0.0,50.0,12.5,0.0,0.0,0.0,16.6667,25.0,25.0,12.5,13.3333,25.0,22.2222,38.4615,28.9315
1882,Agriculture,Farm land,Lower Subansiri,Ziro,Hija,27.5981,93.81737,60.0,25.0,13.3333,22.2222,40.0,0.0,16.6667,50.0,12.5,5.5556,0.0,0.0,16.6667,25.0,18.75,12.5,2.3333,25.0,33.3333,23.0769,28.0372
