id,category,sub-category,district,circle,village,latitude,longitude,What is the type of the road available to the asset?,What is the type of the mobile network available at the asset?,What are different Mobile network service providers available at the location?,Does this electricity pole also have telephone lines ?,What is the electricity pole made of ?,What is the frequency of maintenance or safety audit ?,Are the wires insulated ?
3516,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.54781,93.85395,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3520,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.585790000000006,93.84303,pakka road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
3521,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58541,93.84314,pakka road,2g unreliable,vodafone#idea#bsnl,no,steel,irregular,yes
3522,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.6171,93.84551,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3525,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.314490000000006,95.13571,kacha road,2g unreliable,vodafone#bsnl#airtel,no,steel,others,no
3526,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55728,93.83905,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3532,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.48611,93.88691,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3540,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.557920000000006,93.83833,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3541,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55688,93.83941,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3542,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5572,93.83842,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3543,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55816,93.8377,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3544,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55816,93.83869,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3545,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55808,93.83761,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3546,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55696,93.83968,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3547,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55816,93.8386,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3548,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55672,93.83842,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3549,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5572,93.83896,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3551,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55672,93.83797,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3552,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55784,93.83959,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3555,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55768,93.83851,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3557,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55696,93.83887,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3580,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55768,93.83824,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3582,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.557440000000003,93.8377,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3583,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5576,93.83824,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3585,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5572,93.83896,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3598,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5572,93.83824,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3599,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5576,93.8386,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3600,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55696,93.83842,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3601,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5564,93.83923,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,monthly,no
3607,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.53937,91.72362,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3610,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.53568,91.71846,kacha road,4g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
3611,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.534370000000006,91.71822,footway,4g reliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3612,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.53327,91.71677,pakka road,4g reliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3613,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.5352,91.71819,kacha road,4g reliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3614,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.5364,91.71879,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
3616,Energy & ICT,Electricity Pole,Tawang,Lumla,Manpat,27.537,91.71897,pakka road,4g unreliable,vodafone#bsnl#airtel,no,steel,others,yes
3617,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.57036,93.83103,pakka road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3618,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.5682,93.83013,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3619,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.56829,93.8299,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3620,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.56846,93.82962,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3622,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.51751,93.82142,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3623,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.568690000000004,93.82943,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3624,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.80974,96.04931,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3625,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Bamin,27.568990000000003,93.82941,kacha road,3g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3626,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.60393,93.86736,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3627,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,32.59488,96.19103,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,others,no
3651,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58532,93.84308,pakka road,2g unreliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3652,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.58518,93.84336,pakka road,2g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,no
3654,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.60472,93.85349,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3655,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.54808,93.86746,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3656,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.60381,93.82374,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3658,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.59164,93.83472,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3660,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.613540000000004,93.86219,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3664,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro (Sadar),Hong Niitii,27.55743,93.84819,pakka road,4g reliable,vodafone#bsnl#airtel,no,steel,others,yes
3665,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.56973,93.85395,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,yes
3669,Energy & ICT,Electricity Pole,Papumpare,Sangdupota,Jote,27.04381,93.47028,kacha road,2g reliable,bsnl,no,steel,irregular,yes
3672,Energy & ICT,Electricity Pole,Papumpare,Sangdupota,Jote,27.04381,93.47028,kacha road,2g reliable,bsnl,no,steel,irregular,yes
3676,Energy & ICT,Electricity Pole,Papumpare,Sangdupota,Jote,27.04526,93.46782,kacha road,2g reliable,bsnl,no,steel,irregular,yes
3682,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.59587,93.84551,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3686,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.63125,93.81558,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3687,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.6171,93.83354,kacha road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3689,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.6401,93.85549,kacha road,2g reliable,bsnl#airtel,no,steel,irregular,no
3691,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.58348,93.86946,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3692,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.59764,93.85549,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3693,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.553390000000004,93.84751,kacha road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3694,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.55871,93.85749,kacha road,2g reliable,bsnl#vodafone#airtel,no,steel#rail,irregular,no
3695,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.60118,93.8495,kacha road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3696,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.59587,93.83952,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3697,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.58525,93.82955,kacha road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3698,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.64541,93.82356,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3699,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.60472,93.8974,kacha road,2g reliable,airtel#bsnl#vodafone,no,steel,irregular,no
3700,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.62064,93.90339,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3701,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.60826,93.91536,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3702,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.56756,93.86547,pakka road,2g reliable,airtel#bsnl#vodafone,no,steel,irregular,no
3703,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hija,27.60295,93.88742,pakka road,2g reliable,bsnl#vodafone#airtel,no,steel,irregular,no
3713,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.5746,93.84296,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3714,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Lempiya,27.55755,93.85944,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3715,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90929,95.27702,kacha road,3g reliable,jio#bsnl#airtel,no,steel#concrete#rail,others,yes
3716,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90825,95.27815,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3717,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90848,95.2775,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3718,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9083,95.27758,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3719,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.908490000000004,95.27737,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3720,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90844,95.27747,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3721,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90791,95.27835,kacha road,3g reliable,jio#bsnl#airtel,no,concrete#steel#rail,others,yes
3722,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90779,95.27887,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3723,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.89944,95.28401,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3725,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90753,95.27839,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3726,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90775,95.27762,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3727,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90832,95.27782,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3728,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90753,95.27796,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3729,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90753,95.27848,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3730,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90692,95.27811,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3731,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9078,95.27633,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3732,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9077,95.2763,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,no
3734,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90817,95.27617,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3735,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90788,95.27566,kacha road,3g unreliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3736,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.909640000000003,95.27649,kacha road,3g reliable,jio#bsnl#airtel,no,steel#concrete#rail,others,yes
3738,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90977,95.27622,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3739,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90941,95.27674,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3740,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.909240000000004,95.27647,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3741,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91022,95.27695,kacha road,3g reliable,jio#bsnl#airtel,no,concrete#steel#rail,others,yes
3742,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90977,95.27619,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3744,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91056,95.27749,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3745,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90894,95.27634,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3746,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91089,95.27682,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3747,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.911140000000003,95.27777,kacha road,3g reliable,bsnl#jio#airtel,no,N/A,others,yes
3748,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91118,95.27753,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3749,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91131,95.27798,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3751,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91043,95.27743,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3752,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91024,95.27757,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3753,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90938,95.27778,kacha road,3g unreliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3754,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90946,95.27735,kacha road,3g reliable,jio#bsnl#airtel,no,steel#rail#concrete,others,yes
3755,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91052,95.27114,pakka road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3756,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9106,95.27103,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3758,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91037,95.27257,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3759,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9103,95.27336,kacha road,3g reliable,bsnl#jio#airtel,no,steel#concrete#rail,others,yes
3760,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9101,95.27304,kacha road,3g reliable,jio#airtel#bsnl,no,concrete#steel#rail,others,yes
3761,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.91088,95.27305,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3762,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9093,95.27358,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3763,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.90978,95.27381,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3764,Energy & ICT,Electricity Pole,East Siang,Ruksin,Mangnang,27.9095,95.27699,kacha road,3g reliable,bsnl#jio#airtel,no,concrete#steel#rail,others,yes
3767,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55883,93.84764,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,irregular,no
3768,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.558840000000004,93.84704,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3770,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55895,93.84672,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3772,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5591,93.84768,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3773,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55917,93.84778,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3775,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55947,93.84949,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3776,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55968,93.84917,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3777,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.559590000000004,93.84893,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3778,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55931,93.84893,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3780,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56033,93.84867,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3782,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55919,93.84784,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3784,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55977,93.84782,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3785,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.55982,93.8472,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3786,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56017,93.84696,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3787,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5599,93.84724,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3788,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5609,93.84664,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3789,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56152,93.84633,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3790,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56105,93.84626,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3791,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56143,93.84616,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3792,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56295,93.84493,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3793,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56228,93.84524,kacha road,2g reliable,airtel#bsnl#vodafone,no,steel,yearly,no
3794,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56254,93.84599,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3795,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56318,93.846,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3796,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56303,93.84593,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3797,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56351,93.84547,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3799,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5655,93.8467,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3800,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56545,93.84677,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3801,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56554,93.8466,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3802,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56611,93.84652,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3803,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56663,93.84653,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3804,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.5668,93.84637,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3805,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56715,93.84659,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3807,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Kalong,27.56789,93.84631,pakka road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3808,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.567390000000003,93.84599,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3809,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.565690000000004,93.84758,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3810,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56507,93.84823,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3811,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56547,93.84823,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3812,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56558,93.84822,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3813,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.565240000000006,93.84865,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3814,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56639,93.85082,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3815,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56607,93.85127,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3816,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56595,93.85061,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3817,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hong,27.56588,93.85056,kacha road,2g reliable,vodafone#bsnl#airtel,no,steel,yearly,no
3826,Energy & ICT,Electricity Pole,Lower Subansiri,Ziro,Hari,27.5837,93.84444,pakka road,2g unreliable,vodafone#bsnl#airtel,yes,steel,irregular,yes
